CIP13;Designation;Product;ATC2_code;ATC2;ATC3_code;ATC3;ATC5_code;ATC5
3400936789555;Effizinc 15mg gelule 30;Effizinc;D10;Preparations antiacneiques;D10B;Preparations anti-acneiques orales;D10BX;Autres preparations antiacneiques a usage systemique
3400936789784;Effizinc 15mg gelule 60;Effizinc;D10;Preparations antiacneiques;D10B;Preparations anti-acneiques orales;D10BX;Autres preparations antiacneiques a usage systemique
3400936790964;Gaviscon menthe cpr 20;Gaviscon menthe cpr;A02;Medicaments pour les troubles de l'acidite;A02A1;Antiacides non associes;A02BX13;Alginique acide
3400936794238;Monoalgic lp 200 mg cpr 15;Monoalgic lp;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936795648;Enalapril biostabilex 20 mg 1 boite de 28, comprim;Enalapril biostabilex;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA02;Enalapril
3400936795709;Fenofibrate sdz 300mg gelule 30;Fenofibrate sdz;C10;Agents modifiant les lipides;C10A2;Fibrates;C10AB05;Fenofibrate
3400936796010;Amoxicilline sdz 500mg gelule 12;Amoxicilline sdz;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936796478;Captopril biostabilex 25 mg 1 boite de 30, comprim;Captopril biostabilex;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA01;Captopril
3400936796997;Ranitidine sandoz 150 mg 1 boite de 30, comprimes;Ranitidine sandoz;A02;Medicaments pour les troubles de l'acidite;A02B1;Antihistaminiques h2;A02BA02;Ranitidine
3400936797420;Norfloxacine sdz 400mg cpr pel 10;Norfloxacine sdz;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA06;Norfloxacine
3400936797598;Tamoxifene sdz 10mg cpr 30;Tamoxifene sdz;L02;Therapeutique endocrine;L02B1;Antioestrogenes cytostatiques;L02BA01;Tamoxifene
3400936797659;Tamoxifene sdz 20mg cpr 30;Tamoxifene sdz;L02;Therapeutique endocrine;L02B1;Antioestrogenes cytostatiques;L02BA01;Tamoxifene
3400936797710;Lactulose sdz 10g/15ml sol buv sac 20;Lactulose sdz;A06;Laxatifs;A06A6;Laxatifs osmotiques;A06AD11;Lactulose
3400936800243;Simvastatine myl 40mg cpr 28;Simvastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936800304;Simvastatine mylan 40 mg 1 boite de 30, comprimes;Simvastatine mylan;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936803435;Amox/ac clav rbx 100/12,5 mg/ml 1;Amox/ac clav rbx;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CR02;Amoxicilline et inhibiteur d'enzyme
3400936804845;Omeprazole crt 20mg gelule 28;Omeprazole crt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936805217;Omeprazole alt 20mg gelule 7;Omeprazole alt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936805385;Omeprazole alt 20mg gelule 14;Omeprazole alt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936805446;Omeprazole alt 20mg gelule 28;Omeprazole alt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936805736;Omeprazole zen 10mg gelule 14;Omeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936805965;Omeprazole zen 10mg gelule 28;Omeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936806108;Amisulpride myl 400mg cpr 30;Amisulpride myl;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936806795;Prednisolone sdz 20mg cpr eff 20;Prednisolone sdz;H02;Corticoides a usage systemique;H02A2;Corticosteroides oraux non associes;H02AB06;Prednisolone
3400936806856;Amisulpride sdz 200mg cpr 60;Amisulpride sdz;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936806917;Clomipramine sdz 75mg cpr 20;Clomipramine sdz;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AA04;Clomipramine
3400936807167;Enalapril biostabilex 5 mg 1 boite de 28, comprime;Enalapril biostabilex;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA02;Enalapril
3400936807396;Progesterone sdz 100mg capsule 30;Progesterone sdz;G03;Hormones sexuelles et modulateurs de la fonction genitale;G03D;Progestatifs;G03DA04;Progesterone
3400936807457;Sotalol sdz 160mg cpr 30;Sotalol sdz;C07;Betabloquants;C07A;Betabloquants non associes;C07AA07;Sotalol
3400936807518;Sotalol sdz 80mg cpr 30;Sotalol sdz;C07;Betabloquants;C07A;Betabloquants non associes;C07AA07;Sotalol
3400936808348;Spironolactone sdz 75mg cpr 30;Spironolactone sdz;C03;Diuretiques;C03A1;Medicaments epargneurs potassiques non associes;C03DA01;Spironolactone
3400936808577;Econazole sdz 1% sol fl 30g 1;Econazole sdz;D01;Antifongiques a usage dermatologique;D01A1;Antifongiques topiques a usage dermatologique;D01AC03;Econazole
3400936808638;Captopril biostabilex 50 mg 1 boite de 30, comprim;Captopril biostabilex;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA01;Captopril
3400936809178;Monoalgic lp 300mg cpr 15;Monoalgic lp;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936810709;Monotramal lp 200mg cpr 15;Monotramal lp;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936817791;Calcitonine sdz 50 ui inj 5;Calcitonine sdz;H05;Medicaments de l'equilibre calcique;H04A;Calcitonines;H05BA01;Calcitonine (synthetique de saumon)
3400936818453;Gliclazide sdz 80mg cpr 20;Gliclazide sdz;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400936818514;Gliclazide sdz 80mg cpr 60;Gliclazide sdz;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB09;Gliclazide
3400936818804;Ketoprofene sdz lp 200mg gelule 14;Ketoprofene sdz lp;M01;Antiinflammatoires et antirhumatismaux;M01A1;Antirhumatismaux non steroidiens non associes;M01AE03;Ketoprofene
3400936818972;Fenofibrate sdz 200mg gelule 30;Fenofibrate sdz;C10;Agents modifiant les lipides;C10A2;Fibrates;C10AB05;Fenofibrate
3400936819054;Furosemide sdz 20mg cpr 30;Furosemide sdz;C03;Diuretiques;C03A2;Diuretiques de l'anse non associes;C03CA01;Furosemide
3400936819115;Domperidone sdz 10mg cpr 40;Domperidone sdz;A03;Medicaments pour les desordres fonctionnels gastro-intestinaux;A03F;Medicaments de la motricite digestive;A03FA03;Domperidone
3400936819344;Tramadol sdz 50mg cpr 30;Tramadol sdz;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AX02;Tramadol
3400936819573;Aciclovir sdz 5% creme tube 10g 1;Aciclovir sdz;D06;Antibiotiques et chimiotherapie a usage dermatologique;D06D1;Antiviraux a usage topique;D06BB03;Aciclovir
3400936819634;Furosemide sdz 40mg cpr 30;Furosemide sdz;C03;Diuretiques;C03A2;Diuretiques de l'anse non associes;C03CA01;Furosemide
3400936820814;Glibenclamide tvc 2,5mg cpr 60;Glibenclamide tvc;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB01;Glibenclamide
3400936820982;Glibenclamide tvc 5mg cpr 20;Glibenclamide tvc;A10;Medicaments du diabete;A10H;Antidiabetiques sulfamides;A10BB01;Glibenclamide
3400936821125;Ciprofloxacine arw 250mg cpr 12;Ciprofloxacine arw;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936822306;Ciprofloxacine arw 500mg cpr 12;Ciprofloxacine arw;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936822764;Ciprofloxacine arrow 500 mg 1 boite de 12, comprim;Ciprofloxacine arrow;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936831179;Carvedilol myl 6,25mg cpr 28;Carvedilol myl;C07;Betabloquants;C07A;Betabloquants non associes;C07AG02;Carvedilol
3400936832060;Ramipril sdz 1,25mg cpr 30;Ramipril sdz;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400936832879;Ramipril sdz 2,5mg cpr 30;Ramipril sdz;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400936833760;Ramipril sdz 5mg cpr 30;Ramipril sdz;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400936834651;Ramipril sdz 10mg cpr 30;Ramipril sdz;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400936848269;Zentel 400mg cpr 1;Zentel;P02;Anthelminthiques;P01B;Anthelminthiques, schistosomicides exclus;P02CA03;Albendazole
3400936852860;Ciprofloxacine alt 250mg cpr 12;Ciprofloxacine alt;J01;Antibacteriens a usage systemique;J01G1;Fluoroquinolones orales;J01MA02;Ciprofloxacine
3400936852921;Ciprofloxacine alt 500mg cpr 12;Ciprofloxacine alt;J01;Antibacteriens a usage systemique;G04A2;Quinolones non halogenees a usage urinaires;J01MA02;Ciprofloxacine
3400936853461;Celiprolol rbx 200mg cpr 28;Celiprolol rbx;C07;Betabloquants;C07A;Betabloquants non associes;C07AB08;Celiprolol
3400936854703;Paroxetine arw 20mg cpr 14;Paroxetine arw;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB05;Paroxetine
3400936855182;Paroxetine arrow 20 mg 1 boite de 14, comprimes pe;Paroxetine arrow;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB05;Paroxetine
3400936856714;Amisulpride sdz 400mg cpr 30;Amisulpride sdz;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936857193;Amisulpride tvc 400mg cpr 30;Amisulpride tvc;N05;Psycholeptiques;N05A1;Antipsychotiques atypiques;N05AL05;Amisulpride
3400936857773;Lisinopril zentiva 20 mg 1 boite de 28, comprimes;Lisinopril zentiva;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA03;Lisinopril
3400936860094;Clarithromycine eg 500mg cpr 10;Clarithromycine eg;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936860155;Clarithromycine eg 500mg cpr 14;Clarithromycine eg;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936860384;Clarithromycine rbx 500mg cpr 10;Clarithromycine rbx;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936860445;Clarithromycine rbx 500mg cpr 14;Clarithromycine rbx;J01;Antibacteriens a usage systemique;J01F;Macrolides et apparentes;J01FA09;Clarithromycine
3400936862685;Omeprazole myp 10mg gelule 14;Omeprazole myp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936862746;Omeprazole myp 10mg gelule 28;Omeprazole myp;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936863057;Gabapentine zyd 400mg gelule 90;Gabapentine zyd;N03;Antiepileptiques;N03A;Antiepileptique;N03AX12;Gabapentine
3400936863118;Pravastatine tvc 10mg cpr 28;Pravastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400936863347;Pravastatine tvc 20mg cpr 28;Pravastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400936863408;Ondansetron eg 2 mg/ml 1 boite de 1, 4 ml en ampou;Ondansetron eg;A04;Antiemetiques et antinauseeux;A04A1;Antiemetiques et, ou antinauseeux antagonistes de la serotonine;A04AA01;Ondansetron
3400936863576;Pravastatine tvc 40mg cpr 28;Pravastatine tvc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400936863637;Anesderm 5% creme 5g ge 1;Anesderm;N01;Anesthesiques;N01B3;Anesthesiques locaux a usage topique;N01BB52;Lidocaine en association
3400936864009;Mycoster 10 mg/g shampooing 1;Mycoster;D01;Antifongiques a usage dermatologique;D07A;Corticoides a usage topique non associes;D01AE14;Ciclopirox
3400936868489;Nicotinell 2mg cpr ment ss sucre 36;Nicotinell;N07;Autres medicaments du systeme nerveux;N07B;Medicaments pour l'arret du tabac;N07BA01;Nicotine
3400936868540;Nicotinell 2mg cpr ment ss sucre 96;Nicotinell;N07;Autres medicaments du systeme nerveux;N07B;Medicaments pour l'arret du tabac;N07BA01;Nicotine
3400936868601;Nicotinell 2mg cpr ment ss sucre 204;Nicotinell;N07;Autres medicaments du systeme nerveux;N07B;Medicaments pour l'arret du tabac;N07BA01;Nicotine
3400936869202;Spiriva 18 microg pdr inh en gelule 30;Spiriva;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03G3;Anticholinergiques seuls, a inhaler;R03BB04;Tiotropium bromure
3400936873971;Repevax susp inj ser 1;Repevax susp inj ser;J07;Vaccins;J07B3;Autres associations;J07CA02;Diphterie-coqueluche-poliomyelite-tetanos
3400936874343;Pentavac pdr et susp inj a/2aig 1;Pentavac pdr et susp inj a/;J07;Vaccins;J07B3;Autres associations;J07CA06;Diphterie-hemophilus influenzae b-coqueluche-poliomyelite-tetanos
3400936874923;Tetravac acellulaire inj a/2aig 1;Tetravac acellulaire inj a/;J07;Vaccins;J07B3;Autres associations;J07CA02;Diphterie-coqueluche-poliomyelite-tetanos
3400936876293;Revaxis susp inj ser 0,5ml 2aig 1;Revaxis susp inj ser;J07;Vaccins;J07B1;Associations avec tetanos;J07CA01;Diphterie-polyomielite-tetanos
3400936876415;Varivax pdr et sol inj srg + 2 aig 1;Varivax pdr et sol inj srg +;J07;Vaccins;J07A9;Autres monovaccins;J07BK01;Varicelle, virus vivant attenue
3400936882447;Econazole sdz 1% pdr fl 30g 1;Econazole sdz;D01;Antifongiques a usage dermatologique;D01A1;Antifongiques topiques a usage dermatologique;D01AC03;Econazole
3400936882508;Marsilid 50mg cpr 30;Marsilid;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AF05;Iproniazide
3400936882966;Amoxicilline sdz 125mg/5ml pdr fl 1;Amoxicilline sdz;J01;Antibacteriens a usage systemique;J01C1;Penicillines orales a large spectre;J01CA04;Amoxicilline
3400936883338;Verapamil sdz lp 240mg cpr 30;Verapamil sdz lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08DA01;Verapamil
3400936883628;Clomipramine sdz 25mg cpr 50;Clomipramine sdz;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AA04;Clomipramine
3400936883796;Omeprazole alt 10mg gelule 14;Omeprazole alt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936883857;Omeprazole alt 10mg gelule 28;Omeprazole alt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936883918;Omeprazole grd 10mg gelule 14;Omeprazole grd;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936884397;Omeprazole crt 10mg gelule 28;Omeprazole crt;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC01;Omeprazole
3400936886520;Simvastatine ranbaxy 20 mg 1 boite de 28, comprime;Simvastatine ranbaxy;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA01;Simvastatine
3400936889422;Gabapentine evo 400mg gelule 90;Gabapentine evo;N03;Antiepileptiques;N03A;Antiepileptique;N03AX12;Gabapentine
3400936889651;Fluoxetine alm 20mg gelule 14;Fluoxetine alm;N06;Psychoanaleptiques;N06A4;Antidepresseurs inhibiteurs selectifs de la recapture de serotonine (ssri);N06AB03;Fluoxetine
3400936890251;Lisinopril hctz eg 20/12,5mg cpr 28;Lisinopril hctz eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09B1;Associations iec et antihypertenseurs (c2) et,ou diuretiques (c3);C09BA03;Lisinopril et diuretiques
3400936890312;Metformine zen 1000mg cpr 30;Metformine zen;A10;Medicaments du diabete;A10J1;Antidiabetiques biguanides non associes;A10BA02;Metformine
3400936891661;Nifedipine arw lp 30mg cpr 30;Nifedipine arw lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08CA05;Nifedipine
3400936892033;Nifedipine myl lp 30mg cpr 30;Nifedipine myl lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08CA05;Nifedipine
3400936892613;Clomipramine sdz 10mg cpr 60;Clomipramine sdz;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AA04;Clomipramine
3400936892842;Diltiazem sdz lp 120mg gelule 28;Diltiazem sdz lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08DB01;Diltiazem
3400936893214;Diltiazem sdz lp 90mg gelule 28;Diltiazem sdz lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08DB01;Diltiazem
3400936894044;Opticron 2% collyre unidose 0,35ml 24;Opticron;S01;Medicaments ophtalmologiques;S01G2;Anti-allergiques oculaires, stalibisants des mastocytes;S01GX01;Cromoglicique acide
3400936894273;Trimebutine sdz 100mg cpr 30;Trimebutine sdz;A03;Medicaments pour les desordres fonctionnels gastro-intestinaux;A03F;Medicaments de la motricite digestive;A03AA05;Trimebutine
3400936894334;Diltiazem sdz lp 300mg gelule 30;Diltiazem sdz lp;C08;Inhibiteurs calciques;C08A;Antagonistes calciques non associes;C08DB01;Diltiazem
3400936894563;Paracetamol cod sdz 500/30mg cpr eff 16;Paracetamol cod sdz;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02AJ06;Codeine et paracetamol
3400936894624;Metformine rbx 500mg cpr 30;Metformine rbx;A10;Medicaments du diabete;A10J1;Antidiabetiques biguanides non associes;A10BA02;Metformine
3400936895164;Oralair 100ir/300ir cpr sublingual 31;Oralair;V01;Allergenes;V01A;Allergene;V01AA02;Pollen d'herbe
3400936895225;Oralair 300ir cpr sublingual 30;Oralair;V01;Allergenes;V01A;Allergene;V01AA02;Pollen d'herbe
3400936895454;Oxomemazine bga 0,33mg/ml sirop 1;Oxomemazine bga;R06;Antihistaminiques a usage systemique;R06A;Antihistaminique systemique;R06AD08;Oxomemazine
3400936895744;Eludril sol pr bdb fl 90ml 1;Eludril sol pr bdb fl;A01;Preparations stomatologiques;A01A2;Antiseptiques et antiinfectieux pour traitement buccal;A01AB11;Divers
3400936902299;Spironolactone myl 50mg cpr 30;Spironolactone myl;C03;Diuretiques;C03A1;Medicaments epargneurs potassiques non associes;C03DA01;Spironolactone
3400936902589;Spironolactone myl 50mg cpr 90;Spironolactone myl;C03;Diuretiques;C03A1;Medicaments epargneurs potassiques non associes;C03DA01;Spironolactone
3400936905771;Morphine chl agt 400 mg inj 10;Morphine chl agt;N02;Analgesiques;N02A;Narcotiques;N02AA01;Morphine
3400936906143;Morphine chl agt 0,5 mg inj 10;Morphine chl agt;N02;Analgesiques;N02A;Narcotiques;N02AA01;Morphine
3400936907553;Morphine chl cpf 10 mg inj 10;Morphine chl cpf;N02;Analgesiques;N02A;Narcotiques;N02AA01;Morphine
3400936908383;Triatec 1,25mg cpr 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
3400936908444;Triatec 2,5 mg cpr 90;Triatec;C09;Medicaments agissant sur le systeme renine-angiotensine;C09A;Inhibiteurs de l'enzyme de conversion non associes;C09AA05;Ramipril
